signal_time,symbol,signal_score,obi_raw,tfi_raw,is_signal,ret_1s,ret_5s,ret_10s,ret_30s,ret_60s
2025-04-03 12:25:00-04:00,QQQ,0.271842,0.271842,0.179229,True,0.00010491,-8.743e-05,-0.00061221,-0.00124585,-0.00194461
2025-04-03 12:26:00-04:00,QQQ,-0.143598,-0.143598,0.146732,False,-6.636e-05,-0.0002306,-6.636e-05,0.00019644,-0.00043865
2025-04-03 12:27:00-04:00,QQQ,0.023616,0.023616,0.141543,False,0.00015336,-0.00013145,-2.191e-05,0.00065727,0.00085446
2025-04-03 12:28:00-04:00,QQQ,0.414308,0.414308,0.062999,True,0.0001204,8.756e-05,4.378e-05,0.0006786,0.00094129
2025-04-03 12:29:00-04:00,QQQ,0.150562,0.150562,0.607856,False,6.299e-05,3.28e-05,2.012e-05,0.00051613,0.00072171
2025-04-03 12:34:00-04:00,QQQ,0.201603,0.201603,0.310453,False,4.382e-05,0.00010954,3.29e-06,-0.00056963,-0.00105162
2025-04-03 12:35:00-04:00,QQQ,0.116142,0.116142,0.321589,False,-8.773e-05,0.0004167,0.00023949,0.00019739,4.386e-05
2025-04-03 12:36:00-04:00,QQQ,-0.153756,-0.153756,0.318452,False,2.193e-05,-0.00010965,-0.00026317,-0.00017545,-0.00035089
2025-04-03 12:39:00-04:00,QQQ,0.272395,0.272395,0.484425,True,5.485e-05,-0.00028962,-8.93e-05,-4.388e-05,0.00061434
2025-04-03 12:43:00-04:00,QQQ,-0.010971,-0.010971,0.37848,False,0.00022638,0.00013889,1.859e-05,0.00019357,0.00023732
2025-04-03 12:44:00-04:00,QQQ,-0.234585,-0.234585,0.316357,False,0.0001312,-0.00026525,-0.00063416,-0.00190247,-0.00222611
2025-04-03 12:45:00-04:00,QQQ,0.188573,0.188573,0.315489,False,-4.822e-05,1.753e-05,-0.00035504,-4.38e-06,-0.00042079
2025-04-03 12:46:00-04:00,QQQ,-0.015823,-0.015823,0.07729,False,-8.77e-05,-6.841e-05,2.85e-06,-0.00046022,-0.00026311
2025-04-03 12:47:00-04:00,QQQ,-0.244585,-0.244585,0.09666,False,-0.00012062,2.193e-05,-1.097e-05,6.36e-05,4.167e-05
2025-04-03 12:48:00-04:00,QQQ,0.450555,0.450555,0.091446,True,3.509e-05,-0.00019518,-0.0003158,0.00072589,0.00115112
2025-04-03 12:49:00-04:00,QQQ,0.157683,0.157683,0.151363,False,0.00012267,-7.426e-05,0.00018729,0.00010098,0.00053909
2025-04-03 12:50:00-04:00,QQQ,-0.292655,-0.292655,0.202111,False,-0.00019485,-0.0004729,-0.00026272,-0.00137468,-0.00218933
2025-04-03 12:51:00-04:00,QQQ,0.047282,0.047282,0.165319,False,2.984e-05,5.485e-05,-0.00010971,5.266e-05,0.00028524
2025-04-03 12:52:00-04:00,QQQ,0.221368,0.221368,0.156879,False,0.00010968,0.00035096,0.00035096,0.00046064,0.00054838
2025-04-03 12:53:00-04:00,QQQ,0.158864,0.158864,0.116441,False,-8.769e-05,-0.00016442,-9.865e-05,-0.00036173,-0.00134827
2025-04-03 12:54:00-04:00,QQQ,0.021851,0.021851,0.145529,False,-9.879e-05,-1.12e-05,-0.00038439,-0.00047198,-0.00066956
2025-04-03 12:55:00-04:00,QQQ,-0.157831,-0.157831,-0.022811,False,-0.00018672,-0.00028558,-0.00056017,-1.098e-05,-0.00019771
2025-04-03 12:56:00-04:00,QQQ,0.354415,0.354415,0.271576,True,-2.64e-06,1.934e-05,-0.00014282,0.00043943,0.00062619
2025-04-03 12:58:00-04:00,QQQ,-0.159476,-0.159476,0.249496,False,0.00013188,0.00018683,0.00026375,0.00021716,0.00028573
2025-04-03 12:59:00-04:00,QQQ,-0.080941,-0.080941,0.233612,False,-6.548e-05,0.0,-0.00030762,0.00068117,0.00035157
2025-04-03 13:00:00-04:00,QQQ,0.06042,0.06042,0.341079,False,-4.393e-05,0.00032948,0.00019769,0.00065874,0.0013836
2025-04-03 13:01:00-04:00,QQQ,0.207245,0.207245,0.06155,False,-2.172e-05,0.00026366,0.00019764,-6.559e-05,-0.00057009
2025-04-03 13:02:00-04:00,QQQ,-0.217604,-0.217604,0.098918,False,0.00015363,0.00026337,0.00015188,-0.00021575,0.00013169
2025-04-03 13:03:00-04:00,QQQ,0.224975,0.224975,0.088586,False,-0.00026334,-0.00046084,-0.0006364,-0.00102043,-0.00094362
2025-04-03 13:04:00-04:00,QQQ,-0.261646,-0.261646,0.111823,False,-0.00012081,5.491e-05,-0.00021416,0.00040636,0.00030752
2025-04-03 13:05:00-04:00,QQQ,0.269183,0.269183,-0.000943,True,-6.588e-05,0.00020641,0.00030676,0.0003733,-2.459e-05
2025-04-03 13:06:00-04:00,QQQ,0.084531,0.084531,0.051237,False,-0.00015108,-5.226e-05,5.753e-05,0.00046378,0.00096752
2025-04-03 13:07:00-04:00,QQQ,-0.261355,-0.261355,0.429304,False,-6.45e-05,0.00026457,0.00024066,0.00028892,0.00065946
2025-04-03 13:08:00-04:00,QQQ,-0.389549,-0.389549,0.391496,False,-1.096e-05,4.319e-05,0.00015347,-0.00041852,-0.00187447
2025-04-03 13:09:00-04:00,QQQ,-0.25623,-0.25623,0.424159,False,-0.00011685,-5.491e-05,0.00021965,8.786e-05,-5.513e-05
2025-04-03 13:10:00-04:00,QQQ,-0.336577,-0.336577,0.508927,False,-0.00015618,-0.00025239,-0.00017287,-0.00026337,-0.00045008
2025-04-03 13:11:00-04:00,QQQ,0.111521,0.111521,0.54628,False,-8.79e-05,-0.00014284,0.00020877,0.00087903,0.00135701
2025-04-03 13:12:00-04:00,QQQ,-0.313729,-0.313729,0.445126,False,-9.327e-05,-0.00115239,-0.00013716,0.00021397,-0.00070425
2025-04-03 13:16:00-04:00,QQQ,0.715695,0.715695,0.873013,True,-0.00016002,0.00014268,-0.00010975,8.78e-05,-0.00037337
2025-04-03 13:21:00-04:00,QQQ,0.440408,0.440408,0.015037,True,-0.00013194,0.0,-2.199e-05,-0.00012094,-0.00054974
